,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles
83,Tetracycline hydrochloride,AP7,64-75-5,480.1299434,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O,CO,Methanol,0.836,0.0777,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O.CO
84,"3-BROMOTOLUENE, 98%",D23,591-17-3,170.0,Cc1cccc(Br)c1,CO,Methanol,0.555,0.0206,Cc1cccc(Br)c1.CO
85,4-iodotoluene,Z134,624-31-7,218.0,CC1=CC=C(C=C1)I,CO,Methanol,0.2511,0.071,CC1=CC=C(C=C1)I.CO
86,4-Fluoroaniline,,371-40-4,111.0484274,NC1=CC=C(F)C=C1,CO,Methanol,0.2449,0.0473,NC1=CC=C(F)C=C1.CO
87,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,Methanol,0.7347,0.018,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO
88,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.6629,0.0185,N#CC1=CC(F)=CC(F)=C1.CO
89,6-aminonaphthalene-2-carboxylic acid,Z89,116668-47-4,187.0,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O,CO,Methanol,0.9697,0.0019,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O.CO
90,7-Fluoroisatin,,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CO,Methanol,0.6915,0.0901,O=C1NC2=C(C=CC=C2F)C1=O.CO
91,,Z29,91-76-9,187.0,NC1=NC(N)=NC(C2=CC=CC=C2)=N1,CO,Methanol,0.7701,0.0115,NC1=NC(N)=NC(C2=CC=CC=C2)=N1.CO
92,"3,5-Difluorobenzonitrile",,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.4731,0.0136,N#CC1=CC(F)=CC(F)=C1.CO
93,,Z30,626-00-6,330.0,IC1=CC(I)=CC=C1,CO,Methanol,0.5589,0.0784,IC1=CC(I)=CC=C1.CO
94,"2-NITROPHENOL, 98%",Z125,88-75-5,139.0,OC1=CC=CC=C1[N+]([O-])=O,CO,Methanol,0.2626,0.0465,OC1=CC=CC=C1[N+]([O-])=O.CO
95,isodrine,rb57,465-73-6,365.0,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,CO,Methanol,0.9998,0.0,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl.CO
96,,Z178,69113-59-3,229.0,C1=CC(=CC(=C1)I)C#N,CO,Methanol,0.2763,0.0165,C1=CC(=CC(=C1)I)C#N.CO
97,ACRIDINE,D30,260-94-6,179.0,C12=NC3=CC=CC=C3C=C1C=CC=C2,CO,Methanol,0.8719,0.0267,C12=NC3=CC=CC=C3C=C1C=CC=C2.CO
98,"4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol",CK 32,27955-94-8,306.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,CO,Methanol,1.0,0.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O.CO
99,,Z36,7226-23-5,128.0,O=C1N(C)CCCN1C,CO,Methanol,0.5232,0.0295,O=C1N(C)CCCN1C.CO
100,4-methoxybenzaldehyde,Z90,123-11-5,136.0,COC1=CC=C(C=C1)C=O,CO,Methanol,0.3365,0.0159,COC1=CC=C(C=C1)C=O.CO
101,Atenolol,AP1 ,29122-68-7,266.0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CO,Methanol,0.992,0.0011,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O.CO
102,"2-bromo-1,3-dimethylbenzene",Z117,576-22-7,185.0,CC1=C(C(=CC=C1)C)Br,CO,Methanol,0.7337,0.0504,CC1=C(C(=CC=C1)C)Br.CO
103,"2,4,6-trimethylbenzoic acid",,480-63-7,164.0837296,O=C(O)C1=C(C)C=C(C)C=C1C,CO,Methanol,1.0,0.0,O=C(O)C1=C(C)C=C(C)C=C1C.CO
104,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CO,Methanol,0.4891,0.0368,OC1=CC(C)=CC=C1C.CO
105,"4,4'-Diaminobenzophenone",Z67,611-98-3,212.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,CO,Methanol,0.9515,0.0071,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N.CO
106,,Z165,24596-19-8,200.0,CC1=CC(=CC(=C1N)C)Br,CO,Methanol,0.6225,0.0424,CC1=CC(=CC(=C1N)C)Br.CO
107,"1-ADAMANTYLAMINE, 98%",CA4,768-94-5,151.0,NC12CC3CC(CC(C3)C1)C2,CO,Methanol,0.938,0.0118,NC12CC3CC(CC(C3)C1)C2.CO
108,Tenoxicam,,59804-37-4,337.0190978,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,CO,Methanol,0.9985,0.0006,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O.CO
109,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.8011,0.0048,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
110,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,CO,Methanol,0.9877,0.0019,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.CO
111,"1,3,5-tris(4-carboxyphenyl)benzene",CA157,50446-44-1,438.43,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,CO,Methanol,0.9968,0.0049,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1.CO
112,4-Hydroxyindole,RSY94,2380-94-1,133.15,C1=CC2=C(C=CN2)C(=C1)O,CO,Methanol,0.5323,0.0293,C1=CC2=C(C=CN2)C(=C1)O.CO
113,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CO,Methanol,0.9966,0.0006,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CO
114,"4-NITROANISOLE, 97%",D21,100-17-4,153.0,COc1ccc(cc1)[N+]([O-])=O,CO,Methanol,0.283,0.0972,COc1ccc(cc1)[N+]([O-])=O.CO
115,Benzbromarone,RB30,3562-84-3,421.9153184,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,CO,Methanol,1.0,0.0,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC.CO
116,"4-[3,5-bis(4-carboxyphenyl)phenyl]benzoic acid",Z80,50446-44-1,484.0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,CO,Methanol,1.0,0.0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O.CO
117,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.8054,0.0252,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
118,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.7945517,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CO,Methanol,0.7582,0.0318,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CO
119,Histamine,CB45,51-45-6,111.0,C1=C(NC=N1)CCN,CO,Methanol,0.5592,0.0322,C1=C(NC=N1)CCN.CO
120,"PYROMELLITIC DIIMIDE, 97%",D24,2550-73-4,216.0,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12,CO,Methanol,0.9453,0.0037,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12.CO
121,Tryptamine,,61-54-1,160.1000484,NCCC1=CNC2=CC=CC=C12,CO,Methanol,0.9241,0.0124,NCCC1=CNC2=CC=CC=C12.CO
122,(R)-(?)-1-Indanol,,697-64-3,134.0731649,O[C@@H]1CCC2=C1C=CC=C2,CO,Methanol,0.8182,0.0254,O[C@@H]1CCC2=C1C=CC=C2.CO
123,N-(1-naphthyl)ethylenediamine,,551-09-7,184.1000484,C=C(N)NC1=C2C=CC=CC2=CC=C1,CO,Methanol,1.0,0.0,C=C(N)NC1=C2C=CC=CC2=CC=C1.CO
124,"1H-Pyrrolo[2,3-b]pyridine-3-carboxylic acid",Z111,156270-06-3,162.0,C1=CC2=C(NC=C2C(=O)O)N=C1,CO,Methanol,0.848,0.0347,C1=CC2=C(NC=C2C(=O)O)N=C1.CO
125,,Z24,14753-51-6,268.0,OC1=CC(Br)=C(O)C=C1Br,CO,Methanol,0.7556,0.0382,OC1=CC(Br)=C(O)C=C1Br.CO
126,"2,5 dimethyl anilin",,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CO,Methanol,0.6869,0.0208,NC1=CC(C)=CC=C1C.CO
127,p-Anisidine,,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CO,Methanol,0.5134,0.0404,NC1=CC=C(OC)C=C1.CO
128,,Z49,14348-75-5,336.0,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,CO,Methanol,0.8055,0.0242,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2.CO
129,N-Phenylmaleimide,D41,941-69-5,173.0,O=C(N1C2=CC=CC=C2)C=CC1=O,CO,Methanol,0.6238,0.0069,O=C(N1C2=CC=CC=C2)C=CC1=O.CO
130,NNN'N'-Tetraethylisophthalamide,D42,13698-87-8,276.0,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,CO,Methanol,0.9988,0.0008,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O.CO
131,SACCHARIN,CB2,81-07-2,183.0,O=C1N[S](=O)(=O)c2ccccc12,CO,Methanol,1.0,0.0,O=C1N[S](=O)(=O)c2ccccc12.CO
132,"4,4'-(9H-fluorene-9,9-diyl)dianiline",Z139,15499-84-0,348.0,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N,CO,Methanol,0.9997,0.0004,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N.CO
