,Unnamed: 0,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,dm300_err,dm300_pred,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
738,741,Oxolinic acid,RB41,14698-29-4,261.0637225,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CC(O)C,2-Propanol,0.747504877,0.055276463,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O.CC(O)C,,,,,,,,,,
739,742,(R)-(_)-1-Indanol,CA170,697-64-3,134.0,C1CC2=CC=CC=C2C1O,CC(O)C,2-Propanol,0.252947972,0.020933874,C1CC2=CC=CC=C2C1O.CC(O)C,,,,,,,,,,
740,743,Piroxicam,RB38,36322-90-4,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(O)C,2-Propanol,0.874105221,0.038540979,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CC(O)C,,,,,,,,,,
741,744,"2,4,6-trimethylbenzene-1,3,5-tricarbaldehyde",CA188,119198-88-8,204.22,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,CC(O)C,2-Propanol,0.474291808,0.070471284,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O.CC(O)C,,,,,,,,,,
742,745,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC(O)C,2-Propanol,0.175180827,0.016167269,NC1=CC(C)=CC=C1C.CC(O)C,,,,,,,,,,
743,746,2-BROMO-1-PHENYLETHAN-1-OL,CA228,2425-28-7,201.1,C1=CC=C(C=C1)C(CBr)O,CC(O)C,2-Propanol,-0.199602499,0.300156385,C1=CC=C(C=C1)C(CBr)O.CC(O)C,,,,,,,,,,
744,747,"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CC(O)C,2-Propanol,0.966570855,0.001574506,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F.CC(O)C,,,,,,,,,,
745,748,6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CC(O)C,2-Propanol,0.518609448,0.037152422,O=C1NC2=C(C=CC(Br)=C2)C1.CC(O)C,,,,,,,,,,
746,749,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CC(O)C,2-Propanol,0.319612582,0.022871494,OC1=CC(C)=CC=C1C.CC(O)C,,,,,,,,,,
747,750,"4,5-dichlorophthalonitrile",CP8,139152-08-2,197.0,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,CC(O)C,2-Propanol,0.095031002,0.185901218,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N.CC(O)C,,,,,,,,,,
748,751,"2,5-Dimethylphenol",CQ25,95-87-4,122.0731649,OC1=CC(C)=CC=C1C,CC(O)C,2-Propanol,0.334413745,0.019949428,OC1=CC(C)=CC=C1C.CC(O)C,,,,,,,,,,
749,752,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CC(O)C,2-Propanol,0.160778983,0.023824061,NC1=CC=C(Cl)C(Cl)=C1.CC(O)C,,,,,,,,,,
750,753,Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CC(O)C,2-Propanol,-0.008184295,0.008467358,C#Cc1ccccc1.CC(O)C,,,,,,,,,,
751,754,1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,CC(O)C,2-Propanol,0.26518926,0.073821067,CC(C1=CC=C(C=C1)Br)O.CC(O)C,,,,,,,,,,
752,755,pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CC(O)C,2-Propanol,0.925121964,0.015564859,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3.CC(O)C,,,,,,,,,,
753,756,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC(O)C,2-Propanol,0.175608464,0.434027132,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CC(O)C,,,,,,,,,,
754,757,"1,3,5-Tris(4-aminophenyl)benzene",CA144,118727-34-7,351.44,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,CC(O)C,2-Propanol,0.897369148,0.012114465,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1.CC(O)C,,,,,,,,,,
755,758,4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CC(O)C,2-Propanol,0.40211304,0.045085524,C1=CC2=C(C=CN2)C(=C1)Cl.CC(O)C,,,,,,,,,,
756,759,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CC(O)C,2-Propanol,0.408560363,0.041054589,OC1=CC=CC=C1C2=CC=CC=C2.CC(O)C,,,,,,,,,,
757,760,5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CC(O)C,2-Propanol,0.810714115,0.048030521,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O.CC(O)C,,,,,,,,,,
758,761,Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC(O)C,2-Propanol,0.93725555,0.012340941,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CC(O)C,,,,,,,,,,
